All Method Calls (6722)

<java.util.Collection; size[]; int; org.apache.commons.collections.BoundedFifoBuffer; BoundedFifoBuffer[java.util.Collection]; void; null; coll>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.functors.SwitchClosure; getInstance[java.util.Map]; org.apache.commons.collections.Closure; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.functors.SwitchClosure; getInstance[java.util.Map]; org.apache.commons.collections.Closure; null; it>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.functors.SwitchClosure; getInstance[java.util.Map]; org.apache.commons.collections.Closure; null; entry>
<java.util.Map$Entry; getValue[]; java.lang.Object; org.apache.commons.collections.functors.SwitchClosure; getInstance[java.util.Map]; org.apache.commons.collections.Closure; null; entry>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.SwitchClosure; execute[java.lang.Object]; void; null; iPredicates[i]>
<org.apache.commons.collections.Closure; execute[java.lang.Object]; void; org.apache.commons.collections.functors.SwitchClosure; execute[java.lang.Object]; void; null; iClosures[i]>
<org.apache.commons.collections.Closure; execute[java.lang.Object]; void; org.apache.commons.collections.functors.SwitchClosure; execute[java.lang.Object]; void; null; iDefault>
<java.lang.Class; getMethod[java.lang.String, java.lang.Class<?>[]]; java.lang.reflect.Method; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; null; prototype.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; getMethod[java.lang.String, java.lang.Class<?>[]]; prototype>
<java.lang.Class; getConstructor[java.lang.Class<?>[]]; java.lang.reflect.Constructor<>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; null; prototype.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; getConstructor[java.lang.Class<?>[]]; prototype>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; null; prototype>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; null; prototype>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory; getInstance[java.lang.Object]; org.apache.commons.collections.Factory; null; prototype>
<java.lang.Class; getMethod[java.lang.String, java.lang.Class<?>[]]; java.lang.reflect.Method; org.apache.commons.collections.functors.PrototypeFactory.PrototypeCloneFactory; findCloneMethod[]; void; null; iPrototype.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends java.lang.Object>; org.apache.commons.collections.functors.PrototypeFactory.PrototypeCloneFactory; findCloneMethod[]; void; getMethod[java.lang.String, java.lang.Class<?>[]]; iPrototype>
<org.apache.commons.collections.functors.PrototypeFactory$PrototypeCloneFactory; findCloneMethod[]; void; org.apache.commons.collections.functors.PrototypeFactory.PrototypeCloneFactory; create[]; java.lang.Object; null; this>
<java.lang.reflect.Method; invoke[java.lang.Object, java.lang.Object[]]; java.lang.Object; org.apache.commons.collections.functors.PrototypeFactory.PrototypeCloneFactory; create[]; java.lang.Object; null; iCloneMethod>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory; create[]; java.lang.Object; null; out>
<java.io.ByteArrayOutputStream; toByteArray[]; byte[]; org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory; create[]; java.lang.Object; null; baos>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory; create[]; java.lang.Object; null; in>
<java.io.ByteArrayInputStream; close[]; void; org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory; create[]; java.lang.Object; null; bais>
<java.io.ByteArrayOutputStream; close[]; void; org.apache.commons.collections.functors.PrototypeFactory.PrototypeSerializationFactory; create[]; java.lang.Object; null; baos>
<org.apache.commons.collections.functors.FunctorUtils; validate[org.apache.commons.collections.Predicate[]]; void; org.apache.commons.collections.functors.SwitchTransformer; getInstance[org.apache.commons.collections.Predicate[], org.apache.commons.collections.Transformer[], org.apache.commons.collections.Transformer]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; validate[org.apache.commons.collections.Transformer[]]; void; org.apache.commons.collections.functors.SwitchTransformer; getInstance[org.apache.commons.collections.Predicate[], org.apache.commons.collections.Transformer[], org.apache.commons.collections.Transformer]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; copy[org.apache.commons.collections.Predicate[]]; org.apache.commons.collections.Predicate[]; org.apache.commons.collections.functors.SwitchTransformer; getInstance[org.apache.commons.collections.Predicate[], org.apache.commons.collections.Transformer[], org.apache.commons.collections.Transformer]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; copy[org.apache.commons.collections.Transformer[]]; org.apache.commons.collections.Transformer[]; org.apache.commons.collections.functors.SwitchTransformer; getInstance[org.apache.commons.collections.Predicate[], org.apache.commons.collections.Transformer[], org.apache.commons.collections.Transformer]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<java.util.Map; size[]; int; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; predicatesAndTransformers>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; predicatesAndTransformers>
<java.util.Map; size[]; int; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; predicatesAndTransformers>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; predicatesAndTransformers.entrySet()>
<java.util.Map; entrySet[]; java.util.Set; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; iterator[]; predicatesAndTransformers>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; it>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; entry>
<java.util.Map$Entry; getValue[]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; getInstance[java.util.Map]; org.apache.commons.collections.Transformer; null; entry>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.SwitchTransformer; transform[java.lang.Object]; java.lang.Object; null; iPredicates[i]>
<org.apache.commons.collections.Transformer; transform[java.lang.Object]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; transform[java.lang.Object]; java.lang.Object; null; iTransformers[i]>
<org.apache.commons.collections.Transformer; transform[java.lang.Object]; java.lang.Object; org.apache.commons.collections.functors.SwitchTransformer; transform[java.lang.Object]; java.lang.Object; null; iDefault>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.PredicateTransformer; transform[java.lang.Object]; java.lang.Object; null; iPredicate>
<org.apache.commons.collections.functors.FunctorUtils; validate[org.apache.commons.collections.Transformer[]]; void; org.apache.commons.collections.functors.ChainedTransformer; getInstance[org.apache.commons.collections.Transformer[]]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; copy[org.apache.commons.collections.Transformer[]]; org.apache.commons.collections.Transformer[]; org.apache.commons.collections.functors.ChainedTransformer; getInstance[org.apache.commons.collections.Transformer[]]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<java.util.Collection; size[]; int; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; transformers>
<java.util.Collection; size[]; int; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; transformers>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; transformers>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; it>
<org.apache.commons.collections.functors.FunctorUtils; validate[org.apache.commons.collections.Transformer[]]; void; org.apache.commons.collections.functors.ChainedTransformer; getInstance[java.util.Collection]; org.apache.commons.collections.Transformer; null; FunctorUtils>
<org.apache.commons.collections.Transformer; transform[java.lang.Object]; java.lang.Object; org.apache.commons.collections.functors.ChainedTransformer; transform[java.lang.Object]; java.lang.Object; null; iTransformers[i]>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.OrPredicate; evaluate[java.lang.Object]; boolean; null; iPredicate1>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.OrPredicate; evaluate[java.lang.Object]; boolean; null; iPredicate2>
<org.apache.commons.collections.functors.FunctorUtils; validate[org.apache.commons.collections.Predicate[]]; void; org.apache.commons.collections.functors.NonePredicate; getInstance[org.apache.commons.collections.Predicate[]]; org.apache.commons.collections.Predicate; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; copy[org.apache.commons.collections.Predicate[]]; org.apache.commons.collections.Predicate[]; org.apache.commons.collections.functors.NonePredicate; getInstance[org.apache.commons.collections.Predicate[]]; org.apache.commons.collections.Predicate; null; FunctorUtils>
<org.apache.commons.collections.functors.FunctorUtils; validate[java.util.Collection]; org.apache.commons.collections.Predicate[]; org.apache.commons.collections.functors.NonePredicate; getInstance[java.util.Collection]; org.apache.commons.collections.Predicate; null; FunctorUtils>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.NonePredicate; evaluate[java.lang.Object]; boolean; null; iPredicates[i]>
<org.apache.commons.collections.Predicate; evaluate[java.lang.Object]; boolean; org.apache.commons.collections.functors.NullIsFalsePredicate; evaluate[java.lang.Object]; boolean; null; iPredicate>
<org.apache.commons.collections.Transformer; transform[java.lang.Object]; java.lang.Object; org.apache.commons.collections.functors.TransformerClosure; execute[java.lang.Object]; void; null; iTransformer>
