All Method Calls (2657)

<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.Graphs; addEdge[org.jgrapht.Graph<V,E>, V, V, double]; E; null; g>
<java.util.Set; size[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; null; vertexSet2>
<org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; fillElementsflatArray[org.jgrapht.experimental.equivalence.EquivalenceSet[], java.lang.Object[]]; void; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; null; this>
<org.jgrapht.experimental.equivalence.EquivalenceSet; size[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; null; eqGroupArray2[eqGroupCounter]>
<org.jgrapht.experimental.permutation.PermutationFactory; createByGroups[int[]]; org.jgrapht.experimental.permutation.ArrayPermutationsIter; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; null; PermutationFactory>
<java.util.Arrays; asList[V[]]; java.util.List<V>; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; null; Arrays>
<org.jgrapht.experimental.equivalence.EquivalenceSet; equals[java.lang.Object]; boolean; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; sourceEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; size[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; sourceEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; hashCode[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; sourceEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; size[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; targetEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; hashCode[]; int; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; targetEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; equals[java.lang.Object]; boolean; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; reorderTargetArrayToMatchSourceOrder[org.jgrapht.experimental.equivalence.EquivalenceSet[], org.jgrapht.experimental.equivalence.EquivalenceSet[]]; boolean; null; targetEqGroup>
<org.jgrapht.experimental.equivalence.EquivalenceSet; toArray[]; java.lang.Object[]; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; fillElementsflatArray[org.jgrapht.experimental.equivalence.EquivalenceSet[], java.lang.Object[]]; void; null; eqGroupArray[eqGroupCounter]>
<java.lang.System; arraycopy[java.lang.Object, int, java.lang.Object, int, int]; void; org.jgrapht.experimental.isomorphism.EquivalenceIsomorphismInspector; fillElementsflatArray[org.jgrapht.experimental.equivalence.EquivalenceSet[], java.lang.Object[]]; void; null; System>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; null; sb.append("vertexList1: ")>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; append[java.lang.String]; sb>
<java.lang.Object; toString[]; java.lang.String; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; null; this.vertexList1>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; null; sb.append("\tvertexList2: ")>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; append[java.lang.String]; sb>
<java.lang.Object; toString[]; java.lang.String; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; null; this.vertexList2>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jgrapht.experimental.isomorphism.IsomorphismRelation; toString[]; java.lang.String; null; sb>
<org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; org.jgrapht.experimental.isomorphism.IsomorphismRelation; getVertexCorrespondence[V, boolean]; V; null; this>
<org.jgrapht.GraphMapping; getVertexCorrespondence[V, boolean]; V; org.jgrapht.experimental.isomorphism.IsomorphismRelation; getVertexCorrespondence[V, boolean]; V; null; graphMapping>
<org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; org.jgrapht.experimental.isomorphism.IsomorphismRelation; getEdgeCorrespondence[E, boolean]; E; null; this>
<org.jgrapht.GraphMapping; getEdgeCorrespondence[E, boolean]; E; org.jgrapht.experimental.isomorphism.IsomorphismRelation; getEdgeCorrespondence[E, boolean]; E; null; graphMapping>
<java.util.List; size[]; int; org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; null; vertexList1>
<java.util.List; get[int]; V; org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; null; this.vertexList1>
<java.util.List; get[int]; V; org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; null; this.vertexList2>
<java.util.Map; put[V, V]; V; org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; null; g1ToG2>
<java.util.Map; put[V, V]; V; org.jgrapht.experimental.isomorphism.IsomorphismRelation; initGraphMapping[]; void; null; g2ToG1>
<java.util.Set; size[]; int; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; vertexSet1>
<java.util.Set; size[]; int; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; vertexSet2>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; vertexSet2>
<java.util.Set; iterator[]; java.util.Iterator<V>; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; vertexSet1>
<java.util.Iterator; hasNext[]; boolean; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; iter1>
<java.util.Iterator; next[]; V; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; iter1>
<java.util.Iterator; next[]; V; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; iter2>
<org.jgrapht.experimental.equivalence.EquivalenceComparator; equivalenceCompare[, , , ]; boolean; org.jgrapht.experimental.isomorphism.PermutationIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; null; this.vertexComparator>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; AbstractExhaustiveIsomorphismInspector[org.jgrapht.Graph<V,E>, org.jgrapht.Graph<V,E>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super V,? super org.jgrapht.Graph<? super V,? super E>>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super org.jgrapht.Graph<? super V,? super E>>]; void; null; this>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; null; this.graph1>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; createPermutationIterator[java.util.Set<V>, java.util.Set<V>]; org.jgrapht.experimental.permutation.CollectionPermutationIter<V>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; null; this>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; null; this.graph2>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; null; this.graph1>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; init[]; void; null; this.graph2>
<org.jgrapht.experimental.permutation.CollectionPermutationIter; hasNext[]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; null; this.vertexPermuteIter>
<org.jgrapht.experimental.permutation.CollectionPermutationIter; getNextSet[]; java.util.Set<V>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; null; this.vertexPermuteIter>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; areVertexSetsOfTheSameEqualityGroup[java.util.Set<V>, java.util.Set<V>]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; null; this>
<org.jgrapht.experimental.isomorphism.GraphOrdering; equalsByEdgeOrder[org.jgrapht.experimental.isomorphism.GraphOrdering]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; null; this.lableGraph1>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; areAllEdgesEquivalent[org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super org.jgrapht.Graph<V,E>>]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; null; this>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; areAllEdgesEquivalent[org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super org.jgrapht.Graph<V,E>>]; boolean; null; this.graph1>
<org.jgrapht.experimental.isomorphism.IsomorphismRelation; getEdgeCorrespondence[E, boolean]; E; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; areAllEdgesEquivalent[org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super org.jgrapht.Graph<V,E>>]; boolean; null; resultRelation>
<org.jgrapht.experimental.equivalence.EquivalenceComparator; equivalenceCompare[, , , ]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; areAllEdgesEquivalent[org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>, org.jgrapht.experimental.equivalence.EquivalenceComparator<? super E,? super org.jgrapht.Graph<V,E>>]; boolean; null; edgeComparator>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; next[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; nextIsoRelation[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation; null; this>
<org.jgrapht.util.PrefetchIterator; isEnumerationStartedEmpty[]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; isIsomorphic[]; boolean; null; this.nextSupplier>
<org.jgrapht.util.PrefetchIterator; hasMoreElements[]; boolean; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; hasNext[]; boolean; null; this.nextSupplier>
<org.jgrapht.util.PrefetchIterator; nextElement[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; next[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation; null; this.nextSupplier>
<org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector; findNextIsomorphicGraph[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation<V,E>; org.jgrapht.experimental.isomorphism.AbstractExhaustiveIsomorphismInspector.NextFunctor; nextElement[]; org.jgrapht.experimental.isomorphism.IsomorphismRelation; null; this>
<java.util.BitSet; clear[]; void; org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; null; usedColors>
<java.util.BitSet; set[int]; void; org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; null; usedColors>
<java.util.BitSet; get[int]; boolean; org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; null; usedColors>
<java.util.List; add[java.lang.Object]; boolean; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[degree[i]]>
<java.util.List; size[]; int; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[i]>
<java.util.List; size[]; int; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[i]>
<java.util.List; get[int]; java.lang.Object; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[i]>
<java.util.List; remove[int]; java.lang.Object; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[i]>
<java.util.List; remove[java.lang.Object]; boolean; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[degree[nb]]>
<java.util.List; add[java.lang.Object]; boolean; org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; null; buckets[degree[nb]]>
<java.util.Collections; reverse[java.util.List<?>]; void; org.jgrapht.experimental.alg.color.GreedyColoring; largestSaturationFirstOrder[]; int[]; null; Collections>
<java.util.Arrays; asList[int[][]]; java.util.List<int[]>; org.jgrapht.experimental.alg.color.GreedyColoring; largestSaturationFirstOrder[]; int[]; null; Arrays>
<java.lang.Math; min[int, int]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; Math>
<java.lang.Math; min[int, int]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; Math>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; largestSaturationFirstOrder[]; int[]; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; smallestDegreeLastOrder[]; int[]; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; color[int[]]; int; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<org.jgrapht.experimental.alg.color.GreedyColoring; largestSaturationFirstOrder[]; int[]; org.jgrapht.experimental.alg.color.GreedyColoring; getUpperBound[java.util.Map<V,java.lang.Object>]; java.lang.Integer; null; this>
<java.util.BitSet; set[int, int]; void; org.jgrapht.experimental.alg.color.BrownBacktrackColoring; recursiveColor[int]; void; null; _allowedColors[pos]>
<java.util.BitSet; clear[int]; void; org.jgrapht.experimental.alg.color.BrownBacktrackColoring; recursiveColor[int]; void; null; _allowedColors[pos]>
<java.util.BitSet; get[int]; boolean; org.jgrapht.experimental.alg.color.BrownBacktrackColoring; recursiveColor[int]; void; null; _allowedColors[pos]>
