All Method Calls (17933)

<java.awt.event.ActionEvent; getActionCommand[]; java.lang.String; org.jext.actions.CreateTemplate; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<java.lang.String; endsWith[java.lang.String]; boolean; org.jext.protocol.jextresource.PluginResURLConnection; getHeaderField[java.lang.String]; java.lang.String; null; filename>
<org.jext.protocol.jextresource.PluginResURLConnection; connect[]; void; org.jext.protocol.jextresource.Handler; openConnection[java.net.URL]; java.net.URLConnection; null; c>
<java.awt.Container; add[java.awt.Component, java.lang.Object]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; panelCard>
<org.jext.JextFrame; getWorkspaces[]; org.jext.misc.Workspaces; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; parent>
<java.awt.Container; add[java.awt.Component, java.lang.Object]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; panelCard>
<org.jext.JextFrame; getVirtualFolders[]; org.jext.misc.VirtualFolders; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; parent>
<javax.swing.JToolBar; setFloatable[boolean]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; buttonsPanel>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; Jext>
<javax.swing.ButtonGroup; add[javax.swing.AbstractButton]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; group>
<javax.swing.ButtonGroup; add[javax.swing.AbstractButton]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; group>
<javax.swing.AbstractButton; setSelected[boolean]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; workspaces>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; workspaces>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; bookmarks>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; buttonsPanel>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; buttonsPanel>
<java.awt.CardLayout; first[java.awt.Container]; void; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; carder>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; this>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.ProjectPanel; ProjectPanel[org.jext.JextFrame]; void; null; this>
<java.util.EventObject; getSource[]; java.lang.Object; org.jext.misc.ProjectPanel.ToggleHandler; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<java.awt.CardLayout; first[java.awt.Container]; void; org.jext.misc.ProjectPanel.ToggleHandler; actionPerformed[java.awt.event.ActionEvent]; void; null; carder>
<java.awt.CardLayout; last[java.awt.Container]; void; org.jext.misc.ProjectPanel.ToggleHandler; actionPerformed[java.awt.event.ActionEvent]; void; null; carder>
<java.awt.Dialog; setTitle[java.lang.String]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; Jext>
<java.awt.Container; setLayout[java.awt.LayoutManager]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; setLayout[java.awt.LayoutManager]; this>
<java.awt.Container; setLayout[java.awt.LayoutManager]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; setLayout[java.awt.LayoutManager]; this>
<java.awt.Container; setFont[java.awt.Font]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; setFont[java.awt.Font]; this>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; add[java.lang.String, java.awt.Component]; this>
<org.jext.Utilities; getIcon[java.lang.String, java.lang.Class]; javax.swing.ImageIcon; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; Utilities>
<java.lang.Math; abs[int]; int; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; Math>
<java.util.Random; nextInt[]; int; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; new Random()>
<java.awt.Container; setLayout[java.awt.LayoutManager]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; pane>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; pane>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; pane>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; add[java.lang.String, java.awt.Component]; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; Jext>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; ok>
<java.awt.Window; dispose[]; void; javax.swing.AbstractAction; actionPerformed[java.awt.event.ActionEvent]; void; null; AboutWindow.this>
<javax.swing.JRootPane; setDefaultButton[javax.swing.JButton]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getRootPane()>
<javax.swing.JDialog; getRootPane[]; javax.swing.JRootPane; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; setDefaultButton[javax.swing.JButton]; this>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; _pane>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; add[java.lang.String, java.awt.Component]; this>
<java.awt.Component; addKeyListener[java.awt.event.KeyListener]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<java.awt.Window; pack[]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<org.jext.Utilities; centerComponent[java.awt.Component]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; Utilities>
<java.awt.Dialog; setResizable[boolean]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<javax.swing.JDialog; setDefaultCloseOperation[int]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<java.awt.Dialog; setVisible[boolean]; void; org.jext.misc.AboutWindow; AboutWindow[org.jext.JextFrame]; void; null; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; Jext>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; Jext>
<org.jext.Jext; getProperty[java.lang.String, java.lang.Object[]]; java.lang.String; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; Jext>
<javax.swing.AbstractButton; setSelected[boolean]; void; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; box>
<org.jext.JARClassLoader; isEnabled[java.lang.String]; boolean; org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; null; JARClassLoader>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Jext>
<java.awt.Container; setLayout[java.awt.LayoutManager]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; setLayout[java.awt.LayoutManager]; this>
<javax.swing.Box; createVerticalBox[]; javax.swing.Box; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Box>
<java.util.ArrayList; size[]; int; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; _plugins>
<java.util.ArrayList; get[int]; java.lang.Object; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; _plugins>
<java.lang.String; lastIndexOf[int]; int; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; name>
<java.lang.String; substring[int, int]; java.lang.String; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; name>
<java.lang.String; indexOf[java.lang.String]; int; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; name>
<org.jext.misc.AboutPlugins; createBox[java.lang.String]; org.jext.gui.JextCheckBox; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; boxer>
<org.jext.misc.AboutPlugins$InstalledPlugin; getCheckBox[]; javax.swing.JCheckBox; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; plugs[0]>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Jext>
<javax.swing.JComponent; setForeground[java.awt.Color]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; box>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; boxer>
<java.awt.Container; add[java.awt.Component, java.lang.Object]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; add[java.awt.Component, java.lang.Object]; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Jext>
<java.awt.Component; getFontMetrics[java.awt.Font]; java.awt.FontMetrics; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<java.awt.Component; getFont[]; java.awt.Font; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; box>
<javax.swing.JComponent; setPreferredSize[java.awt.Dimension]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; scrollPane.getViewport()>
<javax.swing.JScrollPane; getViewport[]; javax.swing.JViewport; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; setPreferredSize[java.awt.Dimension]; scrollPane>
<java.awt.FontMetrics; charWidth[char]; int; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; fm>
<javax.swing.JComponent; getPreferredSize[]; java.awt.Dimension; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; box>
<java.awt.Container; add[java.awt.Component, java.lang.Object]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; add[java.awt.Component, java.lang.Object]; this>
<org.jext.Jext; getProperty[java.lang.String]; java.lang.String; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Jext>
<javax.swing.AbstractButton; addActionListener[java.awt.event.ActionListener]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; ok>
<javax.swing.JRootPane; setDefaultButton[javax.swing.JButton]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; getRootPane()>
<javax.swing.JDialog; getRootPane[]; javax.swing.JRootPane; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; setDefaultButton[javax.swing.JButton]; this>
<java.awt.Container; add[java.awt.Component]; java.awt.Component; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; pane>
<java.awt.Container; add[java.lang.String, java.awt.Component]; java.awt.Component; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; getContentPane()>
<javax.swing.JDialog; getContentPane[]; java.awt.Container; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; add[java.lang.String, java.awt.Component]; this>
<javax.swing.JDialog; setDefaultCloseOperation[int]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<java.awt.Component; addKeyListener[java.awt.event.KeyListener]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<java.awt.Window; pack[]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<org.jext.Utilities; centerComponentChild[java.awt.Component, java.awt.Component]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; Utilities>
<java.awt.Dialog; setVisible[boolean]; void; org.jext.misc.AboutPlugins; AboutPlugins[org.jext.JextFrame]; void; null; this>
<java.util.EventObject; getSource[]; java.lang.Object; org.jext.misc.AboutPlugins; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<org.jext.misc.AboutPlugins$InstalledPlugin; save[]; void; org.jext.misc.AboutPlugins; actionPerformed[java.awt.event.ActionEvent]; void; null; plugs[i]>
<java.awt.Window; dispose[]; void; org.jext.misc.AboutPlugins; actionPerformed[java.awt.event.ActionEvent]; void; null; this>
<org.jext.JARClassLoader; setEnabled[java.lang.String, boolean]; void; org.jext.misc.AboutPlugins.InstalledPlugin; save[]; void; null; JARClassLoader>
<javax.swing.AbstractButton; isSelected[]; boolean; org.jext.misc.AboutPlugins.InstalledPlugin; save[]; void; null; box>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.misc.PluginAuthor; toString[]; java.lang.String; null; (new StringBuffer("<a href=\"mailto:").append(email).append("\">").append(name).append("</a>"))>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.misc.PluginAuthor; toString[]; java.lang.String; toString[]; new StringBuffer("<a href=\"mailto:").append(email).append("\">").append(name)>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.misc.PluginAuthor; toString[]; java.lang.String; append[java.lang.String]; new StringBuffer("<a href=\"mailto:").append(email).append("\">")>
